640 12800
510 453 -212 
175 303 444 
-155 -412 35 
24 358 232 
355 -171 -52 
92 397 -529 
352 603 297 
634 419 -619 
198 -632 335 
406 -123 -169 
432 149 385 
15 -526 -154 
334 10 -203 
41 57 -423 
502 -189 450 
597 501 -59 
-622 269 -346 
99 277 355 
322 -86 442 
-537 53 -314 
-172 -415 8 
563 513 469 
321 -370 -28 
596 634 354 
-238 -636 281 
-82 -166 -614 
-571 443 481 
201 -381 -207 
225 304 -268 
245 531 143 
-267 -70 476 
365 -63 575 
-509 -286 -61 
-619 -205 507 
-194 -525 533 
390 -411 10 
601 450 -509 
-43 -607 319 
565 -68 -240 
-570 312 -39 
-63 -638 -569 
74 541 545 
573 533 24 
596 480 97 
470 329 328 
305 -433 -440 
345 -316 -465 
-140 -568 -636 
-155 -152 426 
-84 139 254 
-140 38 -347 
186 310 -191 
-85 -434 374 
588 147 321 
513 -411 -77 
-154 -438 -54 
307 -591 639 
522 -107 -287 
-547 345 -157 
-300 -287 254 
-251 587 611 
-546 -448 208 
133 -629 101 
147 587 518 
-526 120 -551 
-459 413 -193 
483 579 611 
95 462 78 
-126 220 -280 
339 -13 397 
375 327 471 
-624 -586 260 
144 2 112 
-288 134 -302 
295 -323 -171 
-337 138 307 
-625 -309 -265 
239 4 248 
127 425 11 
628 25 -548 
-512 364 543 
620 48 239 
-429 4 444 
110 208 -333 
297 339 -193 
-599 -203 219 
-194 -386 -279 
274 477 -625 
80 -619 -115 
-3 -174 292 
-376 -494 -594 
630 563 -202 
524 -165 335 
396 -420 -183 
51 -363 -632 
102 -206 -189 
-632 455 186 
147 470 572 
-441 -445 373 
430 501 175 
101 -316 519 
581 477 -283 
95 -465 -585 
224 -636 7 
496 182 10 
-472 -285 -536 
-456 -166 507 
78 -270 -77 
600 -331 -547 
-247 -336 -230 
303 502 -216 
-266 523 -65 
393 -162 -131 
-244 -17 -595 
596 573 -534 
-172 342 549 
460 -230 -394 
413 -272 161 
114 -613 396 
606 143 618 
109 -263 499 
-67 127 149 
-435 -454 24 
601 545 185 
42 -534 627 
220 -612 305 
498 201 -478 
-31 56 -135 
-526 -537 -621 
-553 328 485 
-429 312 524 
204 -525 574 
517 574 355 
-180 -141 -516 
-229 -231 -437 
20 -591 -82 
109 -422 248 
419 -28 610 
388 593 25 
-559 355 540 
419 147 -376 
575 -333 -40 
-58 246 -73 
-381 -302 -394 
474 -621 80 
373 -599 175 
444 -148 275 
-158 395 76 
506 -467 325 
160 95 -52 
281 38 -589 
-633 76 400 
-172 -194 150 
-291 361 531 
610 -367 226 
-217 -203 -598 
185 -544 232 
-223 297 144 
-173 474 124 
227 461 -251 
112 226 116 
-68 114 410 
-105 -420 339 
49 -231 -171 
226 385 602 
-26 -141 521 
-459 514 -50 
565 -119 219 
-50 48 -437 
-424 468 -43 
-286 -423 110 
353 117 413 
579 310 -136 
198 -148 533 
-46 -525 -454 
-416 -567 606 
110 533 306 
-586 -570 -585 
-569 198 -553 
257 397 418 
566 321 -58 
397 620 410 
523 -437 -85 
498 133 -22 
277 477 409 
557 -13 -179 
-141 281 463 
-209 -152 350 
71 -635 549 
556 398 377 
558 142 -576 
95 499 -437 
-486 390 -437 
354 -211 -591 
-503 -130 -553 
303 -550 -423 
-140 533 631 
-168 -491 41 
319 312 -612 
-284 -363 -490 
264 -615 213 
60 41 -423 
618 393 -65 
432 627 -217 
-475 5 -59 
200 -193 539 
492 374 -440 
195 -459 -155 
-585 303 392 
-494 -380 -445 
248 408 -301 
142 232 -595 
-503 358 -66 
273 -591 -267 
474 -301 102 
530 513 -437 
116 120 -271 
243 4 292 
-560 53 506 
-83 -123 -22 
-605 153 -136 
16 406 -441 
-289 587 51 
-284 112 241 
493 400 -283 
-438 500 -291 
-441 -58 -223 
260 -278 175 
114 -625 558 
167 122 -285 
-448 -323 182 
341 -58 -113 
-491 227 -263 
519 378 577 
418 342 540 
-236 499 5 
-235 -174 -636 
322 103 -34 
557 145 99 
312 -346 -515 
-459 -230 -85 
-300 -370 245 
-77 -555 74 
2 556 310 
312 53 170 
-58 634 53 
343 12 -635 
307 100 -472 
426 390 -47 
-404 -605 -346 
364 -591 496 
627 588 -151 
521 -121 87 
-357 377 355 
252 60 430 
471 -46 -568 
-192 530 -451 
163 133 518 
374 -166 -13 
610 530 -183 
260 -119 297 
258 -75 -472 
57 220 -266 
572 543 325 
-475 226 -616 
53 227 -331 
4 499 -569 
317 -65 -255 
470 10 62 
-157 -108 348 
16 596 -526 
-553 -509 -632 
326 414 443 
170 -467 500 
531 -189 517 
25 -635 -435 
-420 281 -279 
413 617 -459 
245 -86 150 
345 -366 -22 
114 -559 -605 
-17 -22 252 
-236 -571 369 
469 305 464 
-411 447 74 
-55 -164 606 
228 -151 -162 
245 618 -473 
-128 -169 185 
-206 554 79 
-576 -77 -473 
-249 476 -553 
-89 383 -27 
425 -598 -263 
11 -486 520 
243 458 -33 
388 328 8 
502 468 329 
-151 600 6 
-52 608 -422 
156 -550 147 
-331 469 225 
110 418 252 
20 -594 -538 
16 470 496 
524 -31 -571 
-534 153 167 
-452 232 -417 
-288 -63 -231 
443 -448 201 
597 -230 -148 
481 117 -505 
6 474 -546 
16 -323 620 
324 -77 -73 
124 -534 535 
-387 -615 147 
-437 608 -431 
-119 15 -187 
-196 -65 361 
383 504 51 
484 204 -28 
-595 -107 -278 
563 -68 -17 
-174 -63 474 
-488 -638 497 
-491 -166 468 
-28 -399 -586 
282 -386 87 
-437 492 -172 
-625 -346 500 
24 -323 485 
-115 385 -193 
127 -146 443 
159 432 243 
-528 -512 -532 
-391 -428 99 
-214 382 443 
579 -384 -495 
631 -85 425 
497 -569 -272 
410 400 -46 
-50 -585 504 
-238 577 -130 
610 252 630 
-187 -482 -333 
-238 439 62 
4 618 -123 
97 -126 -75 
520 388 -50 
185 -349 -59 
-238 -416 527 
-428 76 -347 
-330 190 138 
204 277 444 
305 297 -270 
369 -482 -172 
275 264 153 
-311 -562 303 
124 -349 362 
-585 -289 483 
477 392 476 
-70 4 -262 
-399 588 184 
610 246 -315 
2 178 522 
539 339 374 
-128 618 -482 
-207 -368 352 
-357 -271 25 
-83 -157 78 
-594 -23 507 
-280 -586 -168 
-130 -411 449 
408 -429 277 
57 639 -131 
520 197 -223 
102 364 234 
-613 -624 -404 
476 208 -192 
-179 522 -595 
35 100 400 
6 -526 -34 
-173 -230 -86 
-279 -472 504 
-179 -435 -424 
-191 -169 -169 
-495 -255 524 
79 -104 -407 
-544 35 147 
487 -172 -553 
-604 -293 -404 
-336 269 56 
-84 -59 -181 
111 241 -168 
449 312 -595 
277 210 501 
406 -262 -84 
-546 -308 487 
51 -3 597 
328 114 -559 
-551 -435 -302 
-331 -536 -333 
-271 18 -192 
-64 -151 234 
-323 -27 -623 
-137 556 470 
-525 -482 -19 
480 419 -171 
72 -456 530 
97 6 -632 
-569 134 327 
-320 350 -386 
-407 -83 -404 
-44 200 -605 
-58 -537 -59 
-223 329 264 
468 -43 20 
-22 583 497 
-422 593 -316 
225 190 499 
273 -491 62 
-585 -1 234 
312 -456 -286 
413 321 139 
565 318 -119 
-13 -495 344 
-183 -130 392 
-271 -61 -26 
-368 -192 499 
-445 56 110 
518 163 305 
-534 245 -347 
-298 -94 -131 
401 -131 -569 
-622 -550 2 
259 -203 -472 
92 335 444 
469 139 100 
-550 -625 -85 
215 -564 413 
-479 540 549 
328 103 -75 
234 -547 379 
-289 -591 208 
182 329 210 
-162 243 395 
485 281 49 
97 310 14 
159 -448 -337 
-235 432 -578 
-202 182 -173 
-614 -623 177 
453 -433 517 
-123 182 581 
631 -309 480 
87 353 304 
-223 102 234 
-46 358 103 
600 -503 -290 
-250 -123 464 
-589 -202 364 
373 393 -511 
-311 -247 175 
460 114 377 
-612 400 507 
312 -315 -638 
-551 12 -459 
353 -106 -45 
-235 -347 -552 
-623 582 -283 
-429 -231 149 
535 -529 507 
-532 402 -280 
144 -423 -279 
243 277 426 
80 587 36 
-152 -515 195 
497 335 -285 
160 -561 -633 
334 239 -466 
-34 142 10 
-589 -284 539 
305 -332 161 
342 463 364 
-331 150 355 
500 -148 500 
125 -612 565 
-508 -482 -123 
132 -68 626 
35 408 127 
603 -21 -604 
-615 -333 117 
-456 -536 477 
195 -615 527 
539 71 522 
-613 543 -39 
-43 628 374 
582 304 374 
72 -332 -559 
-595 -546 500 
-88 549 374 
-368 -81 493 
-291 501 483 
530 32 -331 
426 348 -58 
470 -380 -44 
114 -508 -192 
-616 -283 -43 
-13 182 -207 
506 221 -46 
-429 -151 91 
-386 582 101 
79 596 -205 
161 -356 -465 
110 597 -448 
48 10 -576 
443 -21 329 
282 483 -171 
-386 -284 -77 
-168 24 -525 
78 -140 7 
-140 361 -528 
554 -63 -332 
618 439 -107 
593 -162 -83 
35 60 -29 
-230 129 -283 
353 -205 631 
139 -294 -445 
264 -287 425 
-399 -294 342 
259 -428 -54 
-82 -609 -63 
74 156 204 
253 133 481 
409 253 -315 
353 396 545 
-266 53 -293 
-457 -337 -532 
498 281 -265 
626 -550 402 
360 260 132 
442 413 462 
259 -298 382 
-589 -516 -560 
-308 -416 -93 
225 -437 -475 
101 339 -482 
527 102 221 
579 321 345 
443 307 16 
-54 -235 -550 
339 464 -183 
-256 -431 -265 
-40 -336 274 
-113 -290 -203 
87 185 -411 
264 439 580 
507 -285 -81 
-237 533 -39 
-605 -44 590 
464 253 120 
618 327 -482 
-479 -570 -240 
506 -424 -171 
353 60 -247 
481 38 -399 
513 -640 -585 
-104 339 572 
7 208 -315 
-59 56 219 
-380 -529 -284 
-270 -320 -417 
-412 500 463 
639 565 -636 
-367 -561 275 
182 57 -267 
361 87 -63 
97 -407 14 
-632 324 6 
257 -105 10 
-612 -235 521 
132 117 -363 
378 507 112 
-171 -302 603 
-136 510 -478 
-532 -555 373 
-604 305 397 
-148 -621 -372 
185 -562 -89 
20 590 611 
371 210 -599 
-151 -323 -294 
397 133 -155 
341 -168 -589 
112 -196 -438 
-536 -115 596 
-238 499 -240 
484 -171 38 
590 100 7 
460 -171 101 
-123 419 53 
195 382 -267 
-503 277 458 
627 101 -136 
218 -104 481 
-488 -309 425 
-494 201 318 
304 -222 -544 
198 296 -553 
282 -394 -629 
-456 334 -236 
-43 634 -551 
-168 -459 264 
-555 -607 -404 
-386 -298 533 
596 -123 161 
-137 322 -525 
-623 -363 513 
-126 502 -155 
112 -488 120 
124 444 -286 
-3 -614 477 
352 -323 549 
-552 97 -229 
-194 -180 145 
-526 -68 -173 
-435 461 -538 
-271 -17 -621 
-316 -157 -262 
-452 -250 195 
15 -332 57 
-637 493 -174 
-231 563 483 
-123 -236 195 
458 430 -440 
-187 -555 -67 
540 527 -290 
221 -33 -236 
142 -331 385 
-456 -621 92 
7 -399 18 
-238 634 51 
-146 -479 317 
-459 186 383 
-73 502 -595 
-106 57 400 
80 484 318 
403 506 353 
-293 383 463 
24 -570 -59 
-270 -65 -251 
210 493 95 
-188 102 371 
487 557 492 
-89 353 160 
258 -131 224 
-39 -77 -482 
-472 -141 -466 
-479 -359 -244 
62 627 610 
-515 354 -609 
-595 76 -486 
498 -336 -525 
-217 -75 -431 
-525 182 -214 
51 360 361 
-614 496 419 
-528 531 307 
403 -381 204 
41 239 -585 
513 -108 476 
-265 48 611 
-293 -168 -263 
-162 -315 -466 
335 582 -229 
-551 577 215 
-594 -240 -456 
-165 281 -50 
-207 -331 133 
507 565 97 
-482 -333 -106 
149 -203 190 
78 277 -503 
-192 -64 -84 
-330 -495 -50 
-130 -171 369 
-206 352 239 
377 72 590 
144 -202 -394 
432 -229 -332 
-347 156 -278 
-589 -313 -194 
-315 352 245 
122 243 -570 
-284 504 -346 
-43 588 -191 
-359 -164 504 
-237 352 -599 
-187 -515 321 
257 -203 -561 
-126 18 348 
-47 -256 -131 
91 -176 91 
373 -536 627 
443 160 -192 
186 -546 163 
-89 584 545 
224 -316 -356 
-612 -135 307 
481 90 610 
30 522 2 
242 -61 224 
-40 389 -516 
343 -448 468 
540 371 -34 
-130 252 -75 
419 -604 -285 
-568 125 374 
-607 225 96 
-294 221 -621 
590 -29 453 
-66 303 -86 
-268 -561 -40 
57 -376 -459 
-179 97 -152 
588 328 90 
522 -27 -509 
565 328 16 
-39 -428 492 
496 392 -196 
69 -404 -131 
-265 78 -599 
-158 -173 257 
-13 -59 208 
-607 -494 634 
-394 -94 353 
369 -206 -19 
-612 -560 182 
393 99 -452 
-265 -441 572 
245 95 4 
587 566 -65 
-386 -244 574 
-612 133 10 
167 10 326 
48 -515 170 
533 -192 -237 
-616 628 210 
243 117 219 
-262 10 -176 
-561 204 -336 
-33 326 535 
-559 -206 -332 
281 -547 436 
198 14 -187 
596 150 606 
305 127 -615 
-31 502 580 
590 12 -316 
-192 204 549 
358 -278 -594 
-333 -189 269 
-157 588 204 
499 -17 253 
506 101 7 
533 234 156 
-131 72 5 
-300 56 306 
41 -59 -187 
-126 -622 397 
-266 339 -81 
-420 -609 218 
-368 -381 -187 
453 378 379 
307 170 228 
-386 147 373 
98 535 306 
-372 -512 -508 
-544 631 -52 
42 30 -39 
-140 200 79 
-141 -284 -148 
-140 -3 -121 
556 -59 -404 
-40 -635 -70 
369 145 597 
-591 -293 -494 
-363 -332 277 
-45 -123 -561 
122 -550 425 
461 -173 -586 
277 -77 501 
-441 -284 483 
-131 -55 -115 
-135 -438 518 
-83 -115 575 
-503 328 -454 
-399 -251 -180 
-340 150 96 
563 -158 -272 
57 204 383 
522 -615 -553 
-536 361 304 
-640 324 -88 
523 447 -333 
507 -423 -222 
282 361 447 
377 450 245 
426 257 142 
-290 132 480 
-302 -1 -560 
167 -209 -13 
110 575 120 
79 -203 322 
274 -206 -585 
484 319 -423 
303 353 -605 
277 554 -407 
-482 -108 -140 
-592 389 566 
517 -356 91 
144 593 -214 
-387 385 388 
-301 -164 -301 
580 463 354 
-289 129 414 
-331 69 -550 
469 -488 -268 
-428 329 159 
-77 -209 -323 
-621 -331 -268 
558 -180 464 
-202 335 -433 
354 -179 -622 
501 -367 618 
-623 364 -562 
-585 -284 79 
-589 120 401 
-55 601 -516 
318 15 477 
402 -366 7 
143 -262 341 
6 344 310 
-171 -244 639 
539 -427 -181 
-472 -164 -268 
-50 307 257 
474 -290 563 
401 -308 -599 
36 485 170 
12 501 153 
-141 210 132 
-445 -370 -486 
496 -187 -333 
264 122 -88 
-123 -629 -181 
296 -152 419 
-604 634 197 
143 -19 593 
575 377 447 
-516 -268 -623 
-380 341 -244 
-113 276 197 
-249 -240 221 
159 -609 639 
-478 -1 57 
-473 -187 109 
102 -619 447 
596 470 385 
125 -420 385 
403 92 -249 
-337 16 374 
14 -22 -151 
-428 -89 500 
-633 -31 225 
-23 -445 -1 
53 -135 -231 
-217 -168 -417 
-538 264 133 
-113 -576 295 
277 -285 -551 
248 200 -66 
-347 617 389 
-141 634 184 
282 493 -155 
143 -632 -43 
608 234 -422 
225 147 601 
-22 -452 369 
225 -39 -636 
-399 -59 339 
109 57 122 
-22 60 -538 
72 -308 -429 
276 226 -598 
-456 -168 -237 
-207 382 -309 
-537 597 -488 
248 -489 -189 
639 161 53 
383 -205 -121 
-482 -68 198 
396 248 296 
132 132 334 
-121 204 392 
-166 403 116 
-586 150 -422 
-158 204 -231 
159 487 -165 
-75 -486 -537 
-637 101 455 
-478 -191 -136 
-438 -569 -332 
-613 402 4 
402 139 127 
79 425 -256 
-429 97 -568 
-251 114 134 
-86 -591 204 
584 -478 468 
317 -230 -158 
-629 462 483 
11 497 -23 
-238 -131 -488 
-415 485 201 
-434 -158 -285 
506 -586 -503 
-489 -537 533 
-283 631 617 
96 425 226 
-27 -349 -638 
464 602 385 
-547 -294 150 
-214 -538 396 
-607 557 -173 
-637 -162 252 
-194 -63 292 
275 -576 -598 
-491 116 378 
159 -141 -490 
395 210 159 
-429 112 -223 
-308 175 458 
364 57 397 
-214 -564 318 
471 95 565 
409 -508 100 
-288 498 -192 
-58 -1 -315 
-509 -1 499 
-427 114 518 
498 -209 -135 
-340 -616 -407 
-467 -479 468 
-323 6 -454 
540 257 72 
-466 631 588 
-179 178 364 
597 138 444 
-553 545 258 
-420 352 341 
-625 -316 517 
-448 518 -34 
178 -422 182 
-300 102 -47 
430 -135 -599 
-23 269 -294 
-293 163 -107 
-338 227 -614 
-635 99 -231 
241 318 480 
49 306 531 
310 -488 -135 
-188 228 540 
-467 -27 400 
468 -381 -337 
-123 414 542 
393 -448 221 
517 574 458 
596 177 41 
-154 -27 -13 
527 -26 -302 
348 -230 92 
307 60 -613 
62 -366 92 
243 124 369 
274 545 461 
2 -70 487 
-376 -551 -86 
160 -509 -495 
71 -33 9 
-508 142 432 
439 -356 114 
243 -287 -33 
-623 -452 -205 
71 378 406 
2 -179 295 
145 90 -39 
-433 492 -70 
221 37 -106 
-64 2 335 
109 53 496 
626 566 600 
-308 254 -21 
-613 170 -431 
572 90 -81 
-123 -123 388 
103 -108 30 
401 312 351 
-64 507 326 
618 36 378 
-157 603 7 
-119 -286 -105 
458 -23 -176 
195 -363 439 
522 -151 378 
-311 -640 348 
69 305 628 
-176 30 446 
449 8 464 
117 259 -598 
114 519 469 
15 228 -368 
11 71 328 
-222 -314 468 
-495 -622 -435 
-309 639 545 
329 150 324 
182 -158 -598 
-437 87 498 
-165 -586 -567 
117 -154 -570 
-107 -107 -86 
-624 -591 -67 
499 -526 -635 
-424 -77 -284 
-315 -391 5 
513 450 -164 
49 -194 -551 
610 -420 565 
-84 539 383 
-407 228 253 
245 -214 282 
487 362 -529 
-314 -570 540 
579 120 243 
-199 306 -569 
447 393 549 
-106 -183 588 
382 -196 -505 
350 584 418 
-199 -429 353 
-240 -22 150 
-598 150 -162 
540 392 513 
254 -636 566 
182 112 455 
-568 600 531 
587 -585 -164 
-614 -193 324 
-640 -490 274 
87 257 -212 
-66 -1 403 
281 -546 -238 
-105 -330 9 
497 -609 -332 
277 517 245 
334 -237 -604 
-421 469 -268 
464 354 -412 
-279 -47 -283 
352 -571 221 
-614 -181 -180 
-70 7 -632 
-1 -467 80 
-290 149 -164 
72 -13 243 
-586 -516 110 
-529 348 99 
120 -291 -45 
-592 -434 617 
-424 -136 -309 
-294 -346 -66 
-86 -166 8 
-621 -1 -313 
-77 239 -614 
-271 -279 -131 
354 129 160 
-546 -181 248 
264 -270 -604 
496 447 20 
-511 468 -189 
476 -289 56 
533 -308 -367 
-165 446 110 
446 -623 418 
-294 -39 -66 
260 56 600 
-183 -240 -512 
-34 -347 -424 
322 239 116 
133 563 277 
42 156 353 
-168 227 500 
-171 425 6 
241 7 -614 
593 327 436 
91 -336 -152 
4 153 227 
-141 143 -140 
-17 -433 539 
461 630 282 
375 -152 506 
-66 -394 -44 
-568 159 389 
74 -65 382 
-546 -308 -592 
-337 -456 -309 
-77 153 469 
577 364 -486 
462 493 -154 
132 485 114 
341 -172 -164 
317 102 100 
-28 213 -472 
-613 127 -73 
-255 -203 295 
470 -340 542 
639 318 371 
-151 -313 -592 
-433 385 -88 
208 -280 305 
-31 425 161 
-189 37 -173 
275 32 110 
56 -169 566 
185 413 -555 
25 -516 273 
-537 -479 25 
-534 535 -420 
-595 414 439 
425 72 184 
492 563 334 
531 -286 -467 
-64 -594 -136 
42 397 403 
156 634 129 
-640 -262 -486 
5 -43 60 
201 2 170 
92 484 -391 
167 -534 -433 
426 450 577 
-595 -622 -529 
506 -140 200 
319 496 102 
513 522 -247 
161 -448 325 
-247 127 -262 
-459 269 447 
145 588 -473 
455 261 -172 
138 -59 153 
117 -21 304 
254 -635 224 
-217 -568 -384 
197 499 -621 
245 -47 601 
523 -422 -193 
358 -465 35 
-411 5 -486 
566 -614 -494 
419 463 485 
-567 502 -595 
403 418 -553 
388 -340 -280 
-189 -635 -166 
-564 -538 373 
481 80 41 
138 161 -505 
-494 -482 -552 
518 545 602 
-309 -128 -512 
461 143 -538 
-619 -315 -302 
593 98 542 
-29 -625 -173 
419 470 -336 
-367 243 184 
343 -3 195 
99 566 371 
133 385 -451 
-115 -391 78 
328 -434 5 
-407 98 20 
545 541 134 
-550 513 351 
506 -119 -515 
15 358 -236 
-268 554 527 
-222 485 275 
-223 12 -594 
-636 304 -508 
242 409 80 
-126 310 -386 
-404 360 87 
601 -88 277 
-451 383 -309 
533 178 -314 
-164 -55 322 
-404 226 355 
-13 -562 12 
319 245 -230 
35 -594 -370 
-316 -84 -126 
62 364 -289 
5 -635 634 
224 318 556 
326 -193 -188 
-356 -570 18 
-262 -452 545 
-230 10 228 
-67 350 500 
276 580 12 
-511 167 -203 
533 470 -3 
-202 -272 122 
-31 -34 401 
-140 48 339 
477 -624 295 
-613 377 297 
210 -429 -39 
377 6 -135 
-68 186 -340 
322 557 122 
-272 246 -591 
-370 190 351 
426 74 -333 
133 -612 208 
-158 400 -505 
-488 -268 -211 
-451 -629 -266 
-174 -337 -568 
254 484 -73 
339 -50 -137 
-386 -561 -19 
531 -625 198 
74 -84 418 
-17 -448 -191 
103 9 -291 
-45 -428 -251 
-437 -384 -459 
-94 -300 -206 
257 -420 -564 
-421 -411 -107 
-191 -548 -290 
587 468 9 
572 -551 -128 
-420 -26 -238 
-598 -415 -457 
-154 -560 -75 
-456 -82 582 
521 -422 631 
410 -467 37 
-591 -249 -512 
-265 -126 177 
-526 606 326 
-235 -320 514 
242 -131 -316 
506 -417 360 
-29 -359 620 
596 -70 -214 
364 -290 -454 
507 504 -359 
-562 297 -526 
80 579 355 
557 531 32 
246 -505 -287 
444 92 -609 
327 -598 593 
-376 241 139 
-366 -180 -94 
-424 -420 -622 
432 -366 -479 
-268 -482 -174 
-59 -1 -212 
352 -82 -526 
628 -366 -180 
-599 -188 -544 
541 524 -503 
566 610 -44 
32 295 501 
-407 103 527 
200 -488 608 
584 -440 -412 
-256 -119 277 
-164 -179 38 
-598 110 403 
234 -526 -384 
-604 277 -491 
-538 519 -559 
-121 341 -562 
-629 145 10 
335 102 -266 
499 514 304 
549 385 -424 
501 186 41 
-61 500 -431 
-555 -291 406 
462 170 51 
292 -137 -172 
-585 -429 566 
178 11 -211 
582 510 -68 
62 -229 -509 
-50 296 -629 
395 627 469 
351 -217 -598 
-279 -238 -165 
-58 464 -448 
-26 32 -380 
-58 225 480 
-128 200 322 
596 -372 -26 
49 -115 480 
327 227 575 
292 -434 -209 
109 14 -616 
-546 62 458 
78 -115 -592 
310 355 -472 
138 -104 -604 
373 -171 601 
112 -340 -70 
-570 -333 -19 
111 -544 -568 
533 439 -538 
-546 -84 227 
-268 446 468 
327 -567 462 
198 -568 360 
-256 -181 182 
-286 144 502 
383 -268 -288 
326 -107 353 
402 328 -173 
-278 -85 -146 
-438 342 -638 
539 30 -635 
611 520 -465 
305 326 531 
324 483 -569 
257 -479 208 
-302 500 -209 
573 98 -166 
-255 -93 -551 
-272 -1 -625 
-3 -211 -88 
-605 138 -454 
-235 -316 226 
-46 -525 531 
-560 153 554 
339 602 318 
-262 -84 -553 
-249 -614 563 
-105 159 178 
182 627 -88 
156 500 450 
-472 541 -625 
545 139 303 
122 360 523 
-598 210 -183 
-33 -191 364 
484 -187 -176 
608 -407 377 
87 124 443 
-356 8 -236 
542 -441 -537 
-176 -367 175 
-407 545 -417 
590 306 554 
453 49 16 
-151 606 197 
-528 409 328 
-424 25 -187 
-387 91 228 
630 -23 -404 
432 -26 -346 
446 224 439 
631 -609 406 
334 419 98 
295 234 -73 
213 -113 -570 
32 -564 208 
-81 254 409 
-33 -64 -192 
403 -27 144 
-537 95 -249 
396 -126 620 
-315 243 319 
-284 307 -128 
282 -108 -31 
-183 -592 -17 
-256 -26 442 
-265 352 -570 
-411 -411 334 
24 14 463 
-280 -440 -205 
-286 -187 617 
16 -40 -637 
-435 -94 326 
243 -387 90 
-368 133 -27 
-569 631 518 
471 -50 159 
395 326 281 
335 -595 554 
353 -399 410 
100 -594 -370 
-337 124 471 
-585 -412 -191 
579 400 -39 
327 48 414 
-441 541 42 
-559 -607 418 
-118 -561 606 
225 -280 -346 
215 447 -503 
241 -538 523 
-357 153 389 
321 -202 -412 
-331 -131 354 
-591 -107 177 
-54 -619 213 
446 350 -181 
275 -162 233 
-564 -43 -546 
-622 260 -532 
117 -65 426 
426 120 498 
204 -39 -404 
628 -633 425 
630 -209 -427 
139 -263 127 
392 371 -337 
513 -206 -380 
-3 204 406 
-283 -437 462 
549 204 -551 
-311 -495 -434 
91 342 -586 
-625 -441 -553 
116 327 -280 
-592 540 -622 
36 -591 -128 
-594 -486 245 
485 360 342 
-592 449 -454 
-434 618 -55 
-229 76 -158 
-131 -174 401 
350 339 215 
299 -387 227 
496 -240 398 
329 513 -263 
361 557 577 
292 -567 -272 
-34 208 430 
213 517 487 
-54 -176 603 
-537 -479 -438 
418 62 60 
587 -404 388 
-489 -323 -420 
-66 4 48 
-21 100 -266 
175 -278 -486 
-174 -605 -162 
243 608 348 
167 248 -50 
80 322 -34 
-3 453 -448 
-45 7 49 
243 -486 -180 
227 -50 -93 
208 -29 -104 
-451 -236 496 
460 248 -31 
343 182 167 
186 627 -94 
221 -222 -183 
618 133 -515 
-294 -247 468 
-399 -320 -560 
-316 379 464 
-231 243 453 
69 226 542 
487 365 -52 
557 -104 -489 
-445 72 -238 
-181 -131 -140 
49 -106 5 
15 444 326 
318 -454 -268 
596 -180 352 
-203 16 -285 
539 507 -632 
20 -223 -571 
37 220 -555 
186 369 -431 
-552 116 -137 
-529 242 241 
-337 -551 449 
-33 329 306 
-173 38 401 
259 -505 439 
276 -336 -288 
-118 -131 -265 
233 326 390 
-194 243 -459 
-82 -585 -113 
117 -104 -105 
-128 12 243 
232 -193 -106 
-391 462 -73 
-516 53 -316 
-44 -429 16 
-173 597 631 
-380 -576 -121 
153 -271 460 
606 111 264 
201 97 531 
334 577 253 
501 -262 -238 
577 -52 56 
277 -331 41 
243 -191 -135 
-267 186 117 
520 273 296 
8 -568 95 
74 -165 111 
335 -141 -271 
-119 -482 -416 
-267 -293 -81 
-433 15 190 
-381 -386 -137 
-83 -216 153 
275 -23 -459 
-146 -623 261 
-434 -478 -435 
-435 -294 -294 
-429 -123 -280 
163 535 549 
-250 -467 -118 
425 -315 364 
-349 353 97 
-83 -106 159 
507 -63 -165 
69 362 186 
-331 398 305 
264 -263 -21 
234 87 -356 
326 -571 -529 
37 -340 -457 
-280 557 116 
32 618 -106 
-407 -83 -235 
462 -428 588 
618 -615 185 
-347 -569 -82 
-286 385 -511 
-1 -505 -13 
-85 -386 -336 
-372 545 210 
-547 -435 369 
483 496 -323 
-77 -272 497 
375 -294 470 
-262 334 144 
-621 142 111 
-164 -482 -236 
-615 -107 -64 
352 -578 -456 
524 -50 481 
153 15 197 
-567 25 296 
470 329 -223 
373 524 -515 
-336 -568 227 
557 443 348 
634 618 -479 
182 -340 -638 
-427 617 471 
125 41 -22 
-534 -128 364 
-65 385 -486 
-622 -614 596 
-39 87 -88 
-68 -263 90 
-445 239 -1 
-202 -165 510 
175 618 -21 
-478 -211 322 
-384 432 371 
-594 -337 24 
-381 -338 -448 
185 116 -230 
-333 -607 -88 
-1 -576 -623 
-217 -207 545 
153 449 530 
-155 4 -157 
-168 -427 554 
8 581 -526 
139 383 321 
-192 -415 -286 
276 318 190 
144 101 69 
325 -594 444 
312 497 261 
432 524 -516 
377 5 -503 
30 78 147 
-85 -179 35 
91 540 514 
-632 -592 627 
-280 -267 228 
-52 519 -230 
351 -614 483 
493 577 606 
521 603 -472 
588 -553 -528 
-311 -509 -550 
163 618 144 
-632 390 617 
364 -152 506 
241 -21 -440 
80 114 -1 
444 474 360 
-105 -64 125 
493 -251 281 
-67 -108 -194 
574 124 -635 
102 -420 400 
389 -104 514 
90 -238 342 
-172 125 348 
539 91 325 
-356 -346 -635 
-187 -21 596 
639 -237 178 
